humanratings,mainrel,rstpostprob79,rstpostprob9,subrel,wordpair
"[0.08764546 0.00110299 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.23873418 0.01322994 0.12209385 0.10926885 0.36124512 0.3728117
 0.4927539  0.40895115 0.43677723 0.14073237 0.33417738 0.18027759
 0.02966929 0.19061426 0.28732351 0.82928379 0.48067506 0.61463764
 0.71616368 0.40823035 0.68097982 0.32734434 0.49914956 0.42804502
 0.68202845 0.60319415 0.47107548 0.38531352 0.45838578 0.34436074
 0.35007578 0.18844278 0.39660184 0.16089853 0.17579463 0.47463604
 0.25701617 0.39921343 0.21883113 0.29882379 0.46183695 0.45901863
 0.03573972 0.08793015 0.16224513 0.31929622 0.26589731 0.3883641
 0.01069634 0.1350918  0.03418293 0.4050634  0.24924419 0.3520703
 0.56939974 0.03415813 0.17103905 0.29921805 0.3774017  0.75700156
 0.21934008 0.58135225 0.13593782 0.12081658 0.17703322 0.07489486
 0.34449632 0.26061583 0.18710424 0.47021087 0.01936401 0.06171672
 0.19141928 0.04898722 0.53160388 0.37581481 0.05988666 0.03228944
 0.08381795]","[0.82928379 0.68097982 0.49914956 0.68202845 0.47107548 0.34436074
 0.17103905 0.29921805 0.75700156]",1,raise:elevate
"[0.00110299 0.00110299 0.06509004 0.         0.         0.
 0.         0.         0.        ]",1,"[0.06454859 0.17558164 0.20066478 0.37056299 0.62127909 0.20561674
 0.56260708 0.4657978  0.26263267 0.31350063 0.01685843 0.02749901
 0.26448869 0.54853748 0.42463962 0.62315417 0.02819421 0.42061203
 0.54015799 0.12753018 0.60253562 0.38132713 0.83949103 0.35947438
 0.26933426 0.22176054 0.21019155 0.13214942 0.09700806 0.38957379
 0.48795518 0.13480273 0.08255631 0.03492711 0.04192019 0.00316608
 0.00576572 0.17973758 0.53058938 0.17372519 0.36324755 0.46114116
 0.66988232 0.12062863 0.02139213 0.29732797 0.55077294 0.62715662
 0.05333769 0.21490292 0.05242658 0.32929323 0.64345746 0.32817924
 0.54433636 0.15760997 0.58437171 0.0133357  0.55559078 0.51221716
 0.28455165 0.42338249 0.01133799 0.40911327 0.16919462 0.23408764
 0.05132617 0.53324162 0.3092786  0.22764432 0.31528821 0.34929569
 0.48487856 0.07238648 0.58883718 0.67557132 0.12555426 0.0930962
 0.16210983]","[0.62315417 0.60253562 0.83949103 0.26933426 0.21019155 0.38957379
 0.58437171 0.0133357  0.51221716]",3,raise:salary
"[0.00110299 0.1234725  0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.61973783 0.35063003 0.5697779  0.51792514 0.39883169 0.66205297
 0.50356281 0.56806792 0.13543404 0.33411882 0.35210027 0.11199885
 0.11848688 0.25805089 0.43511215 0.60258679 0.64268054 0.13700047
 0.05797732 0.43484524 0.67265682 0.61293481 0.55869317 0.21917791
 0.6432675  0.42197574 0.64085805 0.61964573 0.34573569 0.5288294
 0.1526186  0.18145834 0.420229   0.14425035 0.22889741 0.00991015
 0.18856895 0.49113258 0.53634502 0.45241369 0.36837988 0.63219598
 0.47057981 0.53055579 0.06609397 0.46727516 0.53116697 0.36688917
 0.23348045 0.3913759  0.21305969 0.523137   0.16109554 0.03689889
 0.4444964  0.34889795 0.22881074 0.12123453 0.06252136 0.5890678
 0.18335122 0.27346935 0.298374   0.2574774  0.02966658 0.16200837
 0.13794197 0.28455192 0.47326892 0.28760536 0.05743078 0.36837864
 0.37547589 0.15372659 0.55141857 0.42792639 0.11928817 0.11084866
 0.08072692]","[0.60258679 0.67265682 0.55869317 0.6432675  0.64085805 0.5288294
 0.22881074 0.12123453 0.5890678 ]",2,rake:fork
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.00110299 0.04244482]",3,"[4.54969055e-02 7.74319989e-02 2.89594693e-01 7.21982572e-02
 1.92194817e-01 1.90549901e-01 5.73747934e-02 4.87192889e-01
 1.66028760e-01 3.82098087e-01 5.18385156e-01 1.99448685e-01
 3.86142328e-01 1.03089568e-01 2.71848281e-01 4.10118289e-01
 5.01868394e-01 6.63211385e-02 1.34053887e-01 2.88659065e-01
 6.30357605e-01 3.37574872e-01 4.45397892e-01 3.61165094e-01
 7.04451542e-01 5.93439200e-01 5.01424710e-01 6.92117407e-01
 6.27514899e-01 4.20852919e-01 2.39670780e-01 3.60059588e-01
 1.57940341e-01 5.67562148e-01 9.48990283e-02 5.37042401e-01
 4.69666452e-01 3.80528730e-01 4.55916551e-02 3.48686522e-01
 5.04269836e-01 2.23311617e-01 4.70742449e-01 2.71121614e-01
 2.76452244e-01 5.94301263e-01 8.33576793e-02 4.36041434e-01
 3.07335841e-02 3.25704372e-01 1.36410910e-01 3.10480007e-01
 5.81758789e-02 1.72468593e-01 4.98433541e-01 1.47361696e-01
 2.20476042e-01 3.00358448e-01 2.19325662e-02 8.91572887e-01
 1.07165037e-01 1.85886086e-01 2.53688594e-01 2.32428575e-01
 6.80807818e-04 9.30588503e-02 4.74801870e-02 1.04709538e-02
 8.22853635e-02 6.66716582e-01 1.45332600e-01 6.39487714e-02
 1.14430992e-02 5.49415057e-01 2.77307308e-01 2.05010645e-02
 1.38967419e-01 2.73250815e-03 1.19858602e-01]","[0.41011829 0.6303576  0.44539789 0.70445154 0.50142471 0.42085292
 0.22047604 0.30035845 0.89157289]",9,read:learn
"[0.         0.         0.         0.         0.         0.
 0.03660769 0.00110299 0.00110299]",3,"[1.27121929e-01 2.28236611e-01 1.50121802e-01 4.57674554e-03
 3.50807347e-01 1.13013056e-02 7.08859141e-02 8.57782941e-02
 1.28181317e-01 3.58451821e-01 2.58919185e-01 1.46924355e-05
 1.26689201e-01 1.84839241e-03 3.71569615e-01 1.97114527e-01
 2.27996180e-01 2.33063201e-01 2.79640302e-01 5.34095537e-02
 5.64875130e-02 5.22762989e-02 4.03929242e-01 3.24107419e-03
 1.54721920e-01 5.75413501e-01 8.27699620e-02 6.01922193e-01
 2.10881553e-01 1.16342145e-01 4.38325483e-02 6.66196696e-01
 1.08216550e-01 4.50201988e-01 5.84148025e-01 8.23171884e-03
 1.10052552e-01 1.45882098e-01 7.00935746e-02 5.73750596e-01
 6.71413746e-01 2.90763659e-01 3.73392382e-01 3.94340861e-01
 2.65088495e-01 2.74571789e-01 1.90498438e-01 1.07340529e-01
 1.39863391e-02 6.27612345e-03 3.51465991e-02 1.36781283e-01
 7.88639144e-02 4.38684281e-02 1.86442827e-01 7.37672285e-03
 8.38734186e-01 4.30858641e-02 5.70074726e-01 6.75793316e-02
 1.09161521e-01 6.46026466e-01 1.82062919e-01 7.65046794e-01
 5.87573370e-03 1.32703764e-01 1.37479232e-01 4.42350714e-02
 4.49786464e-01 2.30927514e-01 5.54185560e-02 5.89998608e-01
 1.77213686e-02 1.45830069e-01 1.78615113e-01 1.53352304e-03
 6.54187397e-01 1.03167108e-01 9.16255732e-02]","[0.19711453 0.05648751 0.40392924 0.15472192 0.08276996 0.11634214
 0.83873419 0.04308586 0.06757933]",7,repetition:boredom
"[0.         0.         0.         0.05340528 0.00110299 0.00110299
 0.         0.         0.        ]",2,"[3.90405748e-02 1.35408482e-03 1.70196537e-01 9.03061180e-02
 1.69451344e-01 7.84445258e-03 1.83651953e-01 1.85499269e-01
 4.49007628e-02 2.74015700e-01 4.18261564e-01 4.34151558e-01
 3.04095708e-01 1.27227470e-01 5.39275989e-01 6.81125814e-01
 3.66675625e-02 3.36438812e-02 2.23678331e-02 4.04517694e-01
 3.46883157e-01 4.66590621e-01 2.46837511e-01 8.75785543e-01
 8.44347966e-01 5.95786093e-01 5.95818851e-01 7.37093518e-01
 2.50609944e-01 7.36624351e-01 3.18111971e-04 7.53875921e-01
 1.51917854e-01 3.60639746e-01 1.12997102e-01 4.42701952e-01
 3.23277705e-01 1.60394828e-01 2.15999260e-01 4.26361086e-01
 4.16893855e-01 6.72769369e-01 2.59356708e-04 7.15828064e-01
 3.03975665e-02 7.54818874e-02 2.88043436e-01 2.44788398e-01
 5.24425788e-02 1.02419719e-01 2.91059976e-02 9.04933785e-02
 2.33818675e-01 1.52151678e-01 8.03527042e-02 3.45330924e-03
 2.03268759e-01 1.07387632e-03 1.39656543e-01 3.63445547e-01
 2.38991756e-01 5.29575083e-02 3.37411357e-02 3.63532737e-02
 2.78037801e-01 1.20906149e-01 1.95563808e-01 3.58179240e-01
 3.18142827e-01 1.60098732e-02 2.03504860e-02 2.56208670e-01
 3.71444203e-02 3.01864088e-02 3.01028729e-01 4.00755471e-02
 2.70586528e-01 1.15279788e-01 2.78940888e-01]","[0.68112581 0.34688316 0.24683751 0.84434797 0.59581885 0.73662435
 0.20326876 0.00107388 0.36344555]",4,rich:poor
"[0.         0.         0.         0.00110299 0.00110299 0.10914928
 0.         0.         0.        ]",2,"[8.54806682e-02 1.42083958e-02 4.56294926e-01 5.24647133e-01
 6.33825079e-01 4.93955943e-02 1.04270061e-01 4.63271483e-01
 1.80233407e-02 1.65274967e-01 1.32978284e-01 2.69978490e-01
 2.67154254e-01 6.46863611e-02 1.19245701e-01 6.89939422e-01
 5.64553445e-01 1.91284304e-01 3.55769535e-01 5.49611153e-01
 6.36890466e-01 3.97978357e-01 2.81871313e-01 8.52035499e-01
 8.57612271e-01 7.80540974e-01 7.51606420e-01 8.00996989e-01
 7.10870619e-01 8.33071500e-01 9.92891011e-03 7.59773563e-01
 6.01981598e-02 5.62757572e-01 3.42571186e-01 3.60055310e-01
 1.05818143e-01 6.99949421e-01 2.96921152e-01 5.46746605e-01
 5.66872527e-01 5.50796863e-01 2.73882406e-05 7.24531344e-01
 1.29871239e-01 9.79456891e-04 1.35349264e-01 6.99214607e-01
 1.00981117e-01 2.39597463e-01 3.14998536e-02 2.53118130e-01
 1.43283263e-01 4.23185995e-01 4.44626833e-01 3.74230728e-02
 1.59990859e-01 3.91357793e-04 3.58976032e-01 1.68470008e-01
 1.90463367e-01 1.43589346e-01 2.89512934e-01 3.91718345e-01
 4.11976262e-01 5.84428871e-02 5.46577624e-01 3.71332993e-01
 4.75695170e-01 3.88935388e-01 1.29550832e-01 6.62942469e-01
 4.09875425e-03 4.94722881e-02 3.53550530e-01 5.03535482e-02
 6.72523032e-01 2.98749394e-02 2.56859705e-01]","[6.89939422e-01 6.36890466e-01 2.81871313e-01 8.57612271e-01
 7.51606420e-01 8.33071500e-01 1.59990859e-01 3.91357793e-04
 1.68470008e-01]",6,right:bad
"[0.         0.         0.         0.00110299 0.02137047 0.00110299
 0.         0.         0.        ]",2,"[0.18991355 0.04658112 0.29345581 0.36994109 0.17810897 0.4298032
 0.17619095 0.58029601 0.03528619 0.07704916 0.67311724 0.05520054
 0.26473359 0.27191069 0.32813071 0.52734212 0.62923215 0.03826132
 0.11488443 0.57890778 0.60837516 0.35304376 0.78684048 0.37256401
 0.61150015 0.6233349  0.82313473 0.56853728 0.45361408 0.58474553
 0.15209589 0.45993736 0.22604616 0.0303864  0.0268365  0.6414228
 0.67025255 0.37056516 0.17857932 0.05887994 0.33521487 0.42743634
 0.06099026 0.23789542 0.54948707 0.39776753 0.02139351 0.02619295
 0.09018258 0.02610766 0.0645194  0.00183746 0.03533616 0.40621741
 0.15031303 0.00914945 0.24418578 0.29371613 0.21977149 0.0042254
 0.23818786 0.22658427 0.17628767 0.1383158  0.01248842 0.12124665
 0.07445463 0.18946744 0.29448685 0.27082144 0.43023962 0.6013686
 0.03477294 0.26993424 0.07612278 0.50688397 0.24326488 0.00357942
 0.23665951]","[0.52734212 0.60837516 0.78684048 0.61150015 0.82313473 0.58474553
 0.24418578 0.29371613 0.0042254 ]",5,rise:sink
"[0.00110299 0.00110299 0.01301801 0.         0.         0.
 0.         0.         0.        ]",1,"[0.5397163  0.46279025 0.11548428 0.56552959 0.04591267 0.10130748
 0.44998063 0.49531255 0.05923055 0.14610383 0.04615791 0.01480412
 0.03225216 0.32814083 0.07781338 0.01688652 0.39403234 0.34667796
 0.27816808 0.25489972 0.21590846 0.0049865  0.86525245 0.12954616
 0.55707353 0.51699178 0.51175235 0.38982022 0.35294324 0.52089978
 0.19007945 0.14475586 0.14263078 0.08355546 0.13653406 0.19179302
 0.27446807 0.10323249 0.17179944 0.21493167 0.54073856 0.28808487
 0.2670796  0.00560748 0.26922222 0.25611192 0.35781119 0.00615042
 0.19909898 0.0280401  0.11433885 0.05175433 0.19706985 0.22334859
 0.21425794 0.06596647 0.16417326 0.12702965 0.10392843 0.44245497
 0.07901132 0.35798977 0.1384379  0.47527901 0.23263787 0.03597147
 0.01542057 0.46884859 0.42306854 0.26539769 0.17809899 0.25380038
 0.04577894 0.43301874 0.21800257 0.23465062 0.51170941 0.11215744
 0.14758682]","[0.01688652 0.21590846 0.86525245 0.55707353 0.51175235 0.52089978
 0.16417326 0.12702965 0.44245497]",3,rise:tide
"[0.03911859 0.00110299 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.63801064 0.130335   0.35874298 0.3226109  0.30908865 0.34052342
 0.45399297 0.68228813 0.29462449 0.35315402 0.44688545 0.49935119
 0.08360985 0.31604358 0.06314996 0.83697001 0.33070773 0.33066001
 0.70392912 0.1561258  0.68553446 0.72020394 0.36233703 0.66623397
 0.72658424 0.67842955 0.63030889 0.57015263 0.5367937  0.75282375
 0.10902603 0.6634389  0.31303401 0.34798685 0.17270646 0.35177497
 0.08276215 0.42237883 0.45461315 0.42119269 0.57460867 0.42703379
 0.20707356 0.37761939 0.04666118 0.18370641 0.32745784 0.11516379
 0.10924425 0.08634463 0.01649848 0.62140687 0.50807089 0.1472918
 0.57584302 0.4711333  0.58915368 0.05998601 0.29329565 0.7916541
 0.43077053 0.71485709 0.11261621 0.27064654 0.06655716 0.04154769
 0.17500312 0.2903208  0.54049071 0.22638599 0.03645923 0.67310403
 0.13384537 0.14048359 0.23851943 0.53075939 0.30921378 0.0242075
 0.19006676]","[0.83697001 0.68553446 0.36233703 0.72658424 0.63030889 0.75282375
 0.58915368 0.05998601 0.7916541 ]",1,run:sprint
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.07429871 0.00110299]",3,"[1.32645471e-01 1.23208663e-01 2.61682413e-02 5.00613828e-01
 2.07421009e-01 3.29901138e-02 4.91541901e-01 1.81679199e-02
 9.58668708e-02 3.24455164e-01 5.00786815e-01 4.02728791e-01
 9.49437124e-02 2.69838913e-01 4.40116764e-01 2.99653049e-01
 7.32277253e-01 7.46177870e-01 3.60011129e-01 2.08967975e-03
 4.49767671e-01 4.84661183e-01 4.70899553e-01 3.83872994e-04
 4.24787275e-01 6.12248307e-01 1.25803825e-01 2.80366556e-01
 3.75387892e-01 3.15634642e-01 6.07971037e-01 2.05654581e-02
 4.86486849e-01 4.97083947e-02 5.60833622e-03 7.65330581e-01
 5.87130995e-01 1.84447856e-02 5.97431598e-02 3.32848738e-01
 6.20010259e-01 2.30144482e-01 7.24949463e-01 4.16252416e-03
 6.55353534e-01 5.81396205e-01 2.14356353e-02 1.13733179e-01
 2.74559341e-01 1.93855330e-01 3.31829453e-01 2.34374037e-01
 4.06359481e-01 2.32558827e-01 3.24387604e-01 1.68288571e-01
 3.07966644e-01 8.56676789e-01 4.89835746e-01 2.87025508e-01
 2.30621887e-02 1.19565706e-04 2.14880478e-01 7.49844871e-03
 3.05894618e-01 2.84126418e-01 1.44651939e-01 2.68051743e-01
 5.78540523e-01 4.00050355e-01 5.94361009e-01 5.78673536e-01
 5.30467413e-01 2.33652533e-01 3.76945832e-07 3.22667794e-01
 8.17660268e-02 7.66654742e-03 7.99363163e-02]","[0.29965305 0.44976767 0.47089955 0.42478728 0.12580383 0.31563464
 0.30796664 0.85667679 0.28702551]",8,sadness:cry
"[0.00110299 0.00110299 0.03905402 0.         0.         0.
 0.         0.         0.        ]",1,"[0.4786436  0.11514401 0.20707487 0.03519707 0.075272   0.06772157
 0.02209467 0.61402969 0.03282101 0.07615072 0.13646844 0.0851875
 0.17919391 0.25899821 0.00524096 0.17334976 0.01978954 0.02265333
 0.30745341 0.161977   0.26194285 0.12537921 0.86080416 0.37581451
 0.50273484 0.45735799 0.42577606 0.22694057 0.19499144 0.48887231
 0.46250549 0.35302292 0.00483487 0.15291593 0.52546041 0.01201261
 0.02713629 0.10397142 0.61456593 0.04030386 0.00501238 0.4202976
 0.56373207 0.1946968  0.01777846 0.09870457 0.48554685 0.46247824
 0.1023557  0.13629784 0.16078077 0.53492304 0.58855996 0.52431294
 0.09145717 0.10210868 0.2122279  0.06218624 0.32523211 0.3489931
 0.2943332  0.4365479  0.00868698 0.44346234 0.21476998 0.1608588
 0.37836228 0.44344291 0.42188604 0.34166334 0.2202045  0.59246959
 0.52219615 0.18770002 0.47920648 0.50263638 0.6064981  0.05553423
 0.5482079 ]","[0.17334976 0.26194285 0.86080416 0.50273484 0.42577606 0.48887231
 0.2122279  0.06218624 0.3489931 ]",3,shorten:distance
"[0.00110299 0.08477597 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.13503511 0.3612429  0.03032213 0.49429957 0.02876261 0.71570307
 0.2031135  0.55124552 0.1652862  0.34611095 0.69098076 0.03838061
 0.38290869 0.1040269  0.22113752 0.02811378 0.32001929 0.16553639
 0.03672626 0.09104351 0.81293707 0.29660736 0.37973871 0.10234077
 0.52657261 0.01592942 0.18797432 0.41156995 0.34224669 0.04528099
 0.21838963 0.39085138 0.01141537 0.17737164 0.09655017 0.20922966
 0.03874729 0.51490814 0.65267068 0.17541009 0.33548015 0.63532372
 0.25848816 0.02872964 0.12625326 0.12612138 0.36942746 0.29348158
 0.32939922 0.20417782 0.08428995 0.65029269 0.40052102 0.3580113
 0.59369731 0.00213787 0.5197328  0.21012988 0.35813482 0.50594285
 0.09363539 0.45356411 0.45127631 0.40990687 0.27305987 0.32418136
 0.65500496 0.40696223 0.41998723 0.19525685 0.01525415 0.05032586
 0.15417866 0.12736243 0.43967979 0.4741525  0.10151192 0.11225076
 0.01771885]","[0.02811378 0.81293707 0.37973871 0.52657261 0.18797432 0.04528099
 0.5197328  0.21012988 0.50594285]",2,shovel:spoon
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.03639121 0.00110299]",3,"[0.13375048 0.44927166 0.06453588 0.09379974 0.42626103 0.36479806
 0.04014452 0.34309089 0.52903135 0.35837312 0.51052857 0.38847359
 0.08525601 0.34970783 0.50077655 0.30108874 0.43683933 0.64939486
 0.29958061 0.04943058 0.0902397  0.27696055 0.42176435 0.0123509
 0.51837874 0.32862893 0.4639782  0.43905533 0.50467981 0.44937328
 0.45743727 0.10301315 0.16957319 0.00694063 0.0163614  0.72968756
 0.49226732 0.30285709 0.00215002 0.07014267 0.41107697 0.49144715
 0.54619953 0.01336546 0.51261881 0.56154557 0.08730947 0.04959341
 0.01083089 0.08304568 0.33919281 0.00884425 0.00352182 0.25462195
 0.56113603 0.06138143 0.32487772 0.90108653 0.44457052 0.33301191
 0.04331939 0.05914689 0.3552329  0.01860851 0.24708434 0.47338184
 0.26173507 0.48385782 0.66552496 0.04518483 0.6509778  0.08366052
 0.20804612 0.54166325 0.01322958 0.48421875 0.44035718 0.01036995
 0.35801069]","[0.30108874 0.0902397  0.42176435 0.51837874 0.4639782  0.44937328
 0.32487772 0.90108653 0.33301191]",8,sickness:medicate
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.00110299 0.05517827]",3,"[4.36838098e-01 1.23270232e-01 7.04004337e-02 2.94190573e-01
 2.85629926e-01 2.15037789e-01 2.62553961e-02 1.59739458e-01
 8.76170780e-02 3.66304250e-01 2.53554808e-01 6.85388873e-01
 2.32675610e-02 5.99037477e-02 1.00091364e-01 5.04550848e-01
 5.87901027e-01 1.48074657e-01 5.51260659e-01 6.11222221e-01
 5.13876176e-01 5.76417687e-01 1.29773869e-02 1.75639974e-01
 5.45720424e-01 6.86122197e-01 7.14873701e-01 6.05584285e-01
 2.60958623e-01 1.41020874e-01 1.08284539e-01 1.86083506e-01
 3.16153306e-01 4.87633031e-01 2.80276372e-01 3.28716852e-02
 2.76043807e-01 3.65199295e-01 1.70960886e-01 3.77700201e-01
 6.80295969e-01 1.92919515e-01 5.75041712e-01 6.34655964e-02
 3.16255135e-01 5.86126418e-02 6.10353494e-01 4.16571818e-01
 3.48516880e-01 2.20470849e-01 1.76919363e-01 7.19259544e-02
 2.75472678e-02 4.93398371e-02 3.37970437e-01 2.02422327e-01
 3.44764194e-02 5.92613952e-01 1.63300282e-02 8.75389992e-01
 2.31727747e-01 3.38601892e-01 1.17680004e-03 7.93239523e-02
 4.44090806e-02 7.17533454e-02 1.85412993e-04 6.60365546e-02
 5.48943457e-01 4.47493374e-02 4.46024775e-01 2.66088971e-02
 3.03924507e-01 1.63877056e-01 4.14929010e-01 6.44060989e-02
 1.15429987e-01 1.32804716e-01 2.41129016e-01]","[0.50455085 0.51387618 0.01297739 0.54572042 0.7148737  0.14102087
 0.03447642 0.59261395 0.87538999]",9,sleep:rest
"[0.         0.         0.         0.00110299 0.00110299 0.05778491
 0.         0.         0.        ]",2,"[0.2293612  0.01598733 0.03557946 0.15152811 0.54688928 0.22887088
 0.41742281 0.64290218 0.34919593 0.69860691 0.20365913 0.66272468
 0.29267677 0.36776872 0.65568402 0.75975068 0.55216395 0.55517139
 0.59578802 0.6512131  0.74211357 0.62840277 0.51633146 0.65841779
 0.80089895 0.68077953 0.76214534 0.74615035 0.7679891  0.82537342
 0.09727675 0.70897918 0.01925549 0.59579777 0.15120703 0.27993525
 0.21406414 0.9069252  0.59318361 0.10772497 0.64196617 0.546465
 0.70106793 0.68421012 0.64874296 0.32378306 0.40900349 0.73544293
 0.12692183 0.43272049 0.2781466  0.11259181 0.16447813 0.04738668
 0.44633039 0.30658936 0.24687166 0.01734439 0.24047485 0.72458439
 0.59152991 0.35103523 0.61433485 0.30435872 0.00514828 0.44506897
 0.1890026  0.43715176 0.66718899 0.13423605 0.22107412 0.30116657
 0.03433618 0.75561741 0.85124178 0.56314802 0.71123186 0.022274
 0.63150365]","[0.75975068 0.74211357 0.51633146 0.80089895 0.76214534 0.82537342
 0.24687166 0.01734439 0.72458439]",6,smiling:sad
"[0.00110299 0.00110299 0.03037535 0.         0.         0.
 0.         0.         0.        ]",1,"[0.26740307 0.00657451 0.03089657 0.41039075 0.18403544 0.2073181
 0.1809027  0.66009135 0.47849642 0.53784246 0.26975328 0.16436099
 0.18421908 0.15343992 0.03960199 0.6496957  0.3365229  0.15669458
 0.40372817 0.64225504 0.53616758 0.5996159  0.86512795 0.54177172
 0.65139271 0.54813912 0.71931074 0.5338505  0.46390451 0.68202559
 0.42529875 0.00698211 0.26345956 0.02105899 0.16758931 0.01615952
 0.17059861 0.53663049 0.64732471 0.06409801 0.01231497 0.56274718
 0.63709574 0.59065198 0.26947994 0.37348877 0.52459757 0.71702138
 0.29298906 0.35463718 0.22107015 0.71116247 0.67211379 0.56444018
 0.34205352 0.11248402 0.49683098 0.09348972 0.58693907 0.69280882
 0.48296218 0.69130261 0.02169125 0.4963363  0.27762936 0.12856107
 0.17365457 0.32831369 0.69089793 0.2757798  0.15772046 0.65404429
 0.27856183 0.2885198  0.36606232 0.61990669 0.30873578 0.16251469
 0.12547449]","[0.6496957  0.53616758 0.86512795 0.65139271 0.71931074 0.68202559
 0.49683098 0.09348972 0.69280882]",3,soften:voice
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.00110299 0.02695246]",3,"[0.1026762  0.00535137 0.03288781 0.05094802 0.13006241 0.51615349
 0.60970727 0.46745567 0.31978852 0.45329912 0.65863274 0.5001506
 0.53270891 0.1367362  0.24494911 0.70903077 0.33820514 0.09793683
 0.64790285 0.56658891 0.54364026 0.58138922 0.26276048 0.39586243
 0.64994304 0.71656856 0.70065332 0.68970979 0.57563059 0.72286865
 0.00617477 0.49528478 0.26947064 0.35756266 0.6710114  0.31761132
 0.37416628 0.70707393 0.62353404 0.55543655 0.23944255 0.44775634
 0.2729256  0.63533373 0.02920593 0.50730813 0.30742587 0.59478508
 0.12816746 0.37122356 0.08703144 0.48888572 0.3739397  0.10045519
 0.27528519 0.39492793 0.41267382 0.17144869 0.26795396 0.86595004
 0.43851745 0.43897116 0.09247443 0.22558011 0.10207126 0.19399265
 0.08910025 0.06397301 0.51480063 0.04447507 0.02306949 0.13538748
 0.10458243 0.35271078 0.75564155 0.59040083 0.18053856 0.44303909
 0.51999672]","[0.70903077 0.54364026 0.26276048 0.64994304 0.70065332 0.72286865
 0.41267382 0.17144869 0.86595004]",9,speak:express
"[0.00110299 0.00110299 0.03905402 0.         0.         0.
 0.         0.         0.        ]",1,"[0.66200722 0.10129048 0.38087765 0.02027835 0.05654666 0.3769725
 0.63424457 0.38576236 0.25755377 0.61294063 0.5315489  0.17988159
 0.11573433 0.15985937 0.56374785 0.55798025 0.31418468 0.60605973
 0.4813912  0.00903075 0.6665853  0.56339225 0.86494992 0.67164085
 0.73229692 0.65706066 0.75946304 0.65367956 0.5930132  0.70462658
 0.45278097 0.61589922 0.37532164 0.44480567 0.52817115 0.55527575
 0.54265479 0.02261943 0.38523791 0.68884226 0.61726033 0.58425924
 0.62204659 0.77352359 0.47343203 0.52030062 0.43381929 0.59183675
 0.00673203 0.08520554 0.00793298 0.35725407 0.16689532 0.1308022
 0.56446577 0.25778987 0.5188467  0.42444119 0.5751085  0.41890439
 0.45566928 0.5104649  0.61157908 0.35263094 0.30419709 0.4364962
 0.32727809 0.21235862 0.73762566 0.52871442 0.46890312 0.54372032
 0.31209168 0.63651525 0.34047466 0.50093082 0.52919885 0.00502667
 0.34744649]","[0.55798025 0.6665853  0.86494992 0.73229692 0.75946304 0.70462658
 0.5188467  0.42444119 0.41890439]",3,speed:movement
"[0.06288685 0.00110299 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.05011382 0.41445907 0.18257779 0.23302742 0.18255831 0.40364047
 0.06124464 0.07017049 0.1238246  0.04492107 0.38591445 0.09582597
 0.01167127 0.23724496 0.0719234  0.80919195 0.09282381 0.28087698
 0.66490784 0.004245   0.26523289 0.12232924 0.27464424 0.39625398
 0.38695364 0.29681892 0.24208236 0.36413323 0.15279281 0.18774392
 0.34865698 0.02891777 0.02081207 0.23103823 0.03694508 0.47834214
 0.09241608 0.0153775  0.03693483 0.59719823 0.04038178 0.07742459
 0.14057874 0.38376497 0.21187305 0.49865285 0.14497748 0.03820688
 0.07299915 0.03885702 0.41600466 0.12501947 0.03744315 0.0409138
 0.28784401 0.52706953 0.26424099 0.70559453 0.60810856 0.37910921
 0.37621843 0.25501055 0.25886952 0.0853244  0.06352591 0.02082569
 0.33807037 0.12721765 0.41025771 0.07859593 0.1111971  0.2513685
 0.18453111 0.00523531 0.00418922 0.56710608 0.06483543 0.01694863
 0.02579581]","[0.80919195 0.26523289 0.27464424 0.38695364 0.24208236 0.18774392
 0.26424099 0.70559453 0.37910921]",1,spin:twirl
